Problem Description,Python Code,Source,Description Error,Error Label,Problem Augmented,Description Augmented
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,determine the aggregate of the first n natural numbers,"def sum_n_buggy(n):
    i = 1
    total = 0
    while i < n:
        i += 1
        total = (i - 1) + total
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,compute the sum from 1 through n[1][3][5].,"def sum_n_buggy(n):
    total = 0
    i = 1
    while i != n:
        total = total + i
        i = i + 1
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,compute the sum from 1 through n[1][3][5].,"def sum_n_buggy(n):
    i = 1
    total = 0
    while not (i >= n):
        total += i
        i += 1
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,compute the sum from 1 through n[1][3][5].,"def sum_n_buggy(n):
    total = 0
    i = 1
    while (i < n) == True:
        total += i
        i += 1
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,compute the sum from 1 through n[1][3][5].,"def sum_n_buggy(n):
    total = 0
    i = 1
    while i < n:
        i = i + 1
        total = total + (i - 1)
    return total"
Sum the first n natural numbers,def sum_n_buggy(n):\n    i = 1\n    total = 0\n    while i < n:\n        total += i\n        i += 1\n    return total,"Classic off-by-one loop error, inspired by basic programming tasks",loop condition excludes n,1,compute the sum from 1 through n[1][3][5].,"def sum_n_buggy(n):
    i = 1
    total = 0
    while i < n:
        i += 1
        total = (i - 1) + total
    return total"
Sum odd numbers up to n,def sum_odds_buggy(n):\n    total = 0\n    i = 1\n    while i <= n:\n        if i % 2 != 0:\n            total += i\n        i = i + 1 - 1\n    return total,"Odd number sum, increment bug, beginner mistakes",i increment incorrect,2,Add all odd numbers up to n,"def sum_odds_buggy(n):
    total = 0
    i = 1
    while not (i > n):
        if i & 1 == 1:
            total = total + i
        i = i + 1 - 1
    return total"
Sum odd numbers up to n,def sum_odds_buggy(n):\n    total = 0\n    i = 1\n    while i <= n:\n        if i % 2 != 0:\n            total += i\n        i = i + 1 - 1\n    return total,"Odd number sum, increment bug, beginner mistakes",i increment incorrect,2,Calculate the sum of odd numbers from 1 to n,"def sum_odds_buggy(n):
    total = 0
    i = 1
    while not (i > n):
        if i & 1 == 1:
            total = total + i
        i = i + 1 - 1
    return total"
Sum odd numbers up to n,def sum_odds_buggy(n):\n    total = 0\n    i = 1\n    while i <= n:\n        if i % 2 != 0:\n            total += i\n        i = i + 1 - 1\n    return total,"Odd number sum, increment bug, beginner mistakes",i increment incorrect,2,Find the total of odd numbers up to n,"def sum_odds_buggy(n):
    total = 0
    i = 1
    while not (i > n):
        if i & 1 == 1:
            total = total + i
        i = i + 1 - 1
    return total"
Sum odd numbers up to n,def sum_odds_buggy(n):\n    total = 0\n    i = 1\n    while i <= n:\n        if i % 2 != 0:\n            total += i\n        i = i + 1 - 1\n    return total,"Odd number sum, increment bug, beginner mistakes",i increment incorrect,2,Sum the odd numbers less than or equal to n,"def sum_odds_buggy(n):
    total = 0
    i = 1
    while not (i > n):
        if i & 1 == 1:
            total = total + i
        i = i + 1 - 1
    return total"
Sum odd numbers up to n,def sum_odds_buggy(n):\n    total = 0\n    i = 1\n    while i <= n:\n        if i % 2 != 0:\n            total += i\n        i = i + 1 - 1\n    return total,"Odd number sum, increment bug, beginner mistakes",i increment incorrect,2,Compute the sum of all odd numbers up to n,"def sum_odds_buggy(n):
    total = 0
    i = 1
    while not (i > n):
        if i & 1 == 1:
            total = total + i
        i = i + 1 - 1
    return total"
Count primes up to n,def count_primes_buggy(n):\n    count = 0\n    i = 2\n    while i < n:\n        if is_prime(i):\n            count += 1\n        i += 1\n    return count\n\ndef is_prime(num):\n    if num < 2:\n        return False\n    i = 2\n    while i < num:\n        if num % i == 0:\n            return False\n        i += 1\n    return True,Classic loop and condition error in prime counting,loop condition excludes n,1,find the number of primes less than or equal to n,"def count_primes_buggy(n):
    count = 0
    i = 2
    while n > i:
        if is_prime(i):
            count = count + 1
        i = i + 1
    return count

def is_prime(num):
    if 2 > num:
        return False
    i = 2
    while i < num:
        if num % i == 0:
            return False
        i = i + 1
    return True"
Count primes up to n,def count_primes_buggy(n):\n    count = 0\n    i = 2\n    while i < n:\n        if is_prime(i):\n            count += 1\n        i += 1\n    return count\n\ndef is_prime(num):\n    if num < 2:\n        return False\n    i = 2\n    while i < num:\n        if num % i == 0:\n            return False\n        i += 1\n    return True,Classic loop and condition error in prime counting,loop condition excludes n,1,determine how many prime numbers exist up to n,"def count_primes_buggy(n):
    count = 0
    i = 2
    while n > i:
        if is_prime(i):
            count = count + 1
        i = i + 1
    return count

def is_prime(num):
    if 2 > num:
        return False
    i = 2
    while i < num:
        if num % i == 0:
            return False
        i = i + 1
    return True"
Count primes up to n,def count_primes_buggy(n):\n    count = 0\n    i = 2\n    while i < n:\n        if is_prime(i):\n            count += 1\n        i += 1\n    return count\n\ndef is_prime(num):\n    if num < 2:\n        return False\n    i = 2\n    while i < num:\n        if num % i == 0:\n            return False\n        i += 1\n    return True,Classic loop and condition error in prime counting,loop condition excludes n,1,compute the quantity of primes not exceeding n,"def count_primes_buggy(n):
    count = 0
    i = 2
    while n > i:
        if is_prime(i):
            count = count + 1
        i = i + 1
    return count

def is_prime(num):
    if 2 > num:
        return False
    i = 2
    while i < num:
        if num % i == 0:
            return False
        i = i + 1
    return True"
Count primes up to n,def count_primes_buggy(n):\n    count = 0\n    i = 2\n    while i < n:\n        if is_prime(i):\n            count += 1\n        i += 1\n    return count\n\ndef is_prime(num):\n    if num < 2:\n        return False\n    i = 2\n    while i < num:\n        if num % i == 0:\n            return False\n        i += 1\n    return True,Classic loop and condition error in prime counting,loop condition excludes n,1,calculate the total primes up to n,"def count_primes_buggy(n):
    count = 0
    i = 2
    while n > i:
        if is_prime(i):
            count = count + 1
        i = i + 1
    return count

def is_prime(num):
    if 2 > num:
        return False
    i = 2
    while i < num:
        if num % i == 0:
            return False
        i = i + 1
    return True"
Count primes up to n,def count_primes_buggy(n):\n    count = 0\n    i = 2\n    while i < n:\n        if is_prime(i):\n            count += 1\n        i += 1\n    return count\n\ndef is_prime(num):\n    if num < 2:\n        return False\n    i = 2\n    while i < num:\n        if num % i == 0:\n            return False\n        i += 1\n    return True,Classic loop and condition error in prime counting,loop condition excludes n,1,enumerate all primes up to a given number n,"def count_primes_buggy(n):
    count = 0
    i = 2
    while n > i:
        if is_prime(i):
            count = count + 1
        i = i + 1
    return count

def is_prime(num):
    if 2 > num:
        return False
    i = 2
    while i < num:
        if num % i == 0:
            return False
        i = i + 1
    return True"
Read and sum numbers until a negative is entered,def sum_until_negative_buggy():\n    total = 0\n    num = int(input('Enter number (negative to stop): '))\n    while num >= 0:\n        total += num\n        # missing prompt for new num\n    return total,"Missing input update bug, shown in tutorials (GeeksforGeeks)",does not read new number inside loop,2,Add numbers together until a negative value is given,"def sum_until_negative_buggy():
    total = 0
    num = int(input('Enter number (negative to stop): '))
    while not (num < 0):
        total = total + num
    return total"
Read and sum numbers until a negative is entered,def sum_until_negative_buggy():\n    total = 0\n    num = int(input('Enter number (negative to stop): '))\n    while num >= 0:\n        total += num\n        # missing prompt for new num\n    return total,"Missing input update bug, shown in tutorials (GeeksforGeeks)",does not read new number inside loop,2,keep reading and adding numbers until a negative number is input,"def sum_until_negative_buggy():
    total = 0
    num = int(input('Enter number (negative to stop): '))
    while not (num < 0):
        total = total + num
    return total"
Read and sum numbers until a negative is entered,def sum_until_negative_buggy():\n    total = 0\n    num = int(input('Enter number (negative to stop): '))\n    while num >= 0:\n        total += num\n        # missing prompt for new num\n    return total,"Missing input update bug, shown in tutorials (GeeksforGeeks)",does not read new number inside loop,2,continue summing values until a negative is encountered,"def sum_until_negative_buggy():
    total = 0
    num = int(input('Enter number (negative to stop): '))
    while not (num < 0):
        total = total + num
    return total"
Read and sum numbers until a negative is entered,def sum_until_negative_buggy():\n    total = 0\n    num = int(input('Enter number (negative to stop): '))\n    while num >= 0:\n        total += num\n        # missing prompt for new num\n    return total,"Missing input update bug, shown in tutorials (GeeksforGeeks)",does not read new number inside loop,2,enter and total numbers until you input a negative,"def sum_until_negative_buggy():
    total = 0
    num = int(input('Enter number (negative to stop): '))
    while not (num < 0):
        total = total + num
    return total"
Read and sum numbers until a negative is entered,def sum_until_negative_buggy():\n    total = 0\n    num = int(input('Enter number (negative to stop): '))\n    while num >= 0:\n        total += num\n        # missing prompt for new num\n    return total,"Missing input update bug, shown in tutorials (GeeksforGeeks)",does not read new number inside loop,2,keep summing numbers until a negative entry stops the process,"def sum_until_negative_buggy():
    total = 0
    num = int(input('Enter number (negative to stop): '))
    while not (num < 0):
        total = total + num
    return total"
